,Unnamed: 0,Source,Date,Program Name,Time,Duration,Has Transcript,Transcript,Unavailable link,Unavailable reason,video_link
0,2,BBC1 London,4-jul-2016,BBC News at Six,18:00,25 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0CD78F26?bcast=122090984,Program has no transcript button.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0CD78F26-BBC-News-at-Six-2016-07-04T170000Z-BBC1-London.mp4/index.m3u8
1,43,BBC1 London,12-jul-2016,Joins BBC News,00:15,345 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0CE1D7BB?bcast=122140022,Program has no transcript button.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0CE1D7BB-Joins-BBC-News-2016-07-12T231500Z-BBC1-London.mp4/index.m3u8
2,102,BBC1 London,13-jul-2016,Joins BBC News,00:25,335 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0CE1D7FE?bcast=122146937,Program has an empty transcript field.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0CE1D7FE-Joins-BBC-News-2016-07-13T232500Z-BBC1-London.mp4/index.m3u8
3,107,BBC1 London,2-jul-2016,Joins BBC News,02:15,225 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0CC5808B?bcast=122079878,Program has an empty transcript field.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0CC5808B-Joins-BBC-News-2016-07-02T011500Z-BBC1-London.mp4/index.m3u8
4,111,BBC1 London,24-jul-2016,Joins BBC News,00:55,305 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0CEC8CAB?bcast=122227542,Program has an empty transcript field.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0CEC8CAB-Joins-BBC-News-2016-07-24T235500Z-BBC1-London.mp4/index.m3u8
5,115,BBC1 London,3-jul-2016,Joins BBC News,02:05,235 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0CCCABD9?bcast=122085522,Program has an empty transcript field.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0CCCABD9-Joins-BBC-News-2016-07-03T010500Z-BBC1-London.mp4/index.m3u8
6,119,BBC1 London,16-jul-2016,Joins BBC News,01:25,275 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0CE1D8B6?bcast=122176032,Program has an empty transcript field.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0CE1D8B6-Joins-BBC-News-2016-07-16T002500Z-BBC1-London.mp4/index.m3u8
7,123,BBC1 London,15-jul-2016,Joins BBC News,00:40,320 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0CE1D87D?bcast=122161526,Program has an empty transcript field.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0CE1D87D-Joins-BBC-News-2016-07-15T234000Z-BBC1-London.mp4/index.m3u8
8,125,BBC1 London,15-jul-2016,BBC News at Six,18:00,30 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0CE1D8CB?bcast=122089191,Program has an empty transcript field.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0CE1D8CB-BBC-News-at-Six-2016-07-15T170000Z-BBC1-London.mp4/index.m3u8
