,Unnamed: 0,Source,Date,Program Name,Time,Duration,Has Transcript,Transcript,Unavailable link,Unavailable reason,video_link
0,0,BBC1 London,1-feb-2015,BBC News,03:00,180 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/088CCC54?bcast=114998656,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/088CCC54-BBC-News-2015-02-01T020000Z-BBC1-London.mp4/index.m3u8
1,1,BBC1 London,1-feb-2015,BBC Weekend News,13:45,15 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/088CCC94?bcast=115060265,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/088CCC94-BBC-Weekend-News-2015-02-01T124500Z-BBC1-London.mp4/index.m3u8
2,3,BBC1 London,1-feb-2015,BBC London News,17:50,10 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/088CD4B6?bcast=114990138,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/088CD4B6-BBC-London-News-2015-02-01T165000Z-BBC1-London.mp4/index.m3u8
3,5,BBC1 London,1-feb-2015,BBC London News,22:20,10 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/088CD4B3?bcast=114990740,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/088CD4B3-BBC-London-News-2015-02-01T212000Z-BBC1-London.mp4/index.m3u8
4,6,BBC1 London,8-feb-2015,BBC News,02:55,185 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0896F480?bcast=115035560,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0896F480-BBC-News-2015-02-08T015500Z-BBC1-London.mp4/index.m3u8
5,9,BBC1 London,8-feb-2015,BBC London News,17:50,10 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/08970194?bcast=115031635,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/08970194-BBC-London-News-2015-02-08T165000Z-BBC1-London.mp4/index.m3u8
6,11,BBC1 London,8-feb-2015,BBC London News,23:20,10 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/08970191?bcast=115060900,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/08970191-BBC-London-News-2015-02-08T222000Z-BBC1-London.mp4/index.m3u8
7,12,BBC1 London,6-feb-2015,Joins BBC News,00:35,325 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0896F3F3?bcast=115017459,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0896F3F3-Joins-BBC-News-2015-02-06T233500Z-BBC1-London.mp4/index.m3u8
8,14,BBC1 London,6-feb-2015,BBC London News,13:40,5 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0897017F?bcast=115020030,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0897017F-BBC-London-News-2015-02-06T124000Z-BBC1-London.mp4/index.m3u8
9,18,BBC1 London,6-feb-2015,BBC London News,22:25,10 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/08970179?bcast=115021197,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/08970179-BBC-London-News-2015-02-06T212500Z-BBC1-London.mp4/index.m3u8
10,19,BBC1 London,4-feb-2015,Joins BBC News,01:50,250 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0896F369?bcast=115005247,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0896F369-Joins-BBC-News-2015-02-04T005000Z-BBC1-London.mp4/index.m3u8
11,20,BBC1 London,4-feb-2015,BBC News at One,13:00,40 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0896F3CD?bcast=115007471,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0896F3CD-BBC-News-at-One-2015-02-04T120000Z-BBC1-London.mp4/index.m3u8
12,25,BBC1 London,4-feb-2015,BBC London News,22:25,20 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0897014F?bcast=115008798,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0897014F-BBC-London-News-2015-02-04T212500Z-BBC1-London.mp4/index.m3u8
13,26,BBC1 London,2-feb-2015,Joins BBC News,01:25,275 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/088CCC82?bcast=115034433,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/088CCC82-Joins-BBC-News-2015-02-02T002500Z-BBC1-London.mp4/index.m3u8
14,28,BBC1 London,2-feb-2015,BBC London News,13:40,5 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0897012D?bcast=114994628,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0897012D-BBC-London-News-2015-02-02T124000Z-BBC1-London.mp4/index.m3u8
15,35,BBC1 London,5-feb-2015,BBC London News,13:40,5 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0897016B?bcast=115014833,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0897016B-BBC-London-News-2015-02-05T124000Z-BBC1-London.mp4/index.m3u8
16,39,BBC1 London,5-feb-2015,BBC London News,22:25,20 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/08970163?bcast=115016018,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/08970163-BBC-London-News-2015-02-05T212500Z-BBC1-London.mp4/index.m3u8
17,40,BBC1 London,9-feb-2015,Joins BBC News,00:55,305 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/0896F4AE?bcast=115036320,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/0896F4AE-Joins-BBC-News-2015-02-09T235500Z-BBC1-London.mp4/index.m3u8
18,42,BBC1 London,9-feb-2015,BBC London News,13:40,5 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/08A0DC0B?bcast=115038766,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/08A0DC0B-BBC-London-News-2015-02-09T124000Z-BBC1-London.mp4/index.m3u8
19,46,BBC1 London,9-feb-2015,BBC London News,22:25,20 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/08A0DC04?bcast=115039971,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/08A0DC04-BBC-London-News-2015-02-09T212500Z-BBC1-London.mp4/index.m3u8
20,47,BBC1 London,10-feb-2015,Joins BBC News,02:10,230 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/08A0C357?bcast=115041784,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/08A0C357-Joins-BBC-News-2015-02-10T011000Z-BBC1-London.mp4/index.m3u8
21,49,BBC1 London,10-feb-2015,BBC London News,13:40,5 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/08A0DC1F?bcast=115043950,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/08A0DC1F-BBC-London-News-2015-02-10T124000Z-BBC1-London.mp4/index.m3u8
22,53,BBC1 London,10-feb-2015,BBC London News,22:25,20 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/08A0DC19?bcast=115045111,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/08A0DC19-BBC-London-News-2015-02-10T212500Z-BBC1-London.mp4/index.m3u8
23,54,BBC1 London,11-feb-2015,BBC News,01:50,250 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/08A0C3A3?bcast=115050416,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/08A0C3A3-BBC-News-2015-02-11T005000Z-BBC1-London.mp4/index.m3u8
24,55,BBC1 London,11-feb-2015,BBC News at One,13:00,40 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/08A0C417?bcast=115052594,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/08A0C417-BBC-News-at-One-2015-02-11T120000Z-BBC1-London.mp4/index.m3u8
25,56,BBC1 London,11-feb-2015,BBC London News,13:40,5 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/08A0DC33?bcast=115052740,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/08A0DC33-BBC-London-News-2015-02-11T124000Z-BBC1-London.mp4/index.m3u8
