,Unnamed: 0,Source,Date,Program Name,Time,Duration,Has Transcript,Transcript,Unavailable link,Unavailable reason,video_link
0,1,BBC1 London,4-may-2015,BBC London News,13:20,10 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09E755D0?bcast=115575160,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09E755D0-BBC-London-News-2015-05-04T122000Z-BBC1-London.mp4/index.m3u8
1,5,BBC1 London,4-may-2015,BBC London News,22:25,10 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09E755BB?bcast=115576328,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09E755BB-BBC-London-News-2015-05-04T212500Z-BBC1-London.mp4/index.m3u8
2,6,BBC1 London,7-may-2015,Joins BBC News,00:55,305 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09E5D99F?bcast=115591188,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09E5D99F-Joins-BBC-News-2015-05-07T235500Z-BBC1-London.mp4/index.m3u8
3,8,BBC1 London,7-may-2015,BBC London News,13:40,5 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09E75673?bcast=115593765,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09E75673-BBC-London-News-2015-05-07T124000Z-BBC1-London.mp4/index.m3u8
4,11,BBC1 London,1-may-2015,Joins BBC News,00:10,350 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09DB64E6?bcast=115551668,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09DB64E6-Joins-BBC-News-2015-05-01T231000Z-BBC1-London.mp4/index.m3u8
5,13,BBC1 London,1-may-2015,BBC London News,13:40,5 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09DB82C3?bcast=115554393,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09DB82C3-BBC-London-News-2015-05-01T124000Z-BBC1-London.mp4/index.m3u8
6,17,BBC1 London,1-may-2015,BBC London News,22:30,10 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09DB82BD?bcast=115555561,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09DB82BD-BBC-London-News-2015-05-01T213000Z-BBC1-London.mp4/index.m3u8
7,18,BBC1 London,6-may-2015,BBC News,01:15,285 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09E5D957?bcast=115586091,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09E5D957-BBC-News-2015-05-06T001500Z-BBC1-London.mp4/index.m3u8
8,20,BBC1 London,6-may-2015,BBC London News,13:40,5 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09E75658?bcast=115588597,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09E75658-BBC-London-News-2015-05-06T124000Z-BBC1-London.mp4/index.m3u8
9,24,BBC1 London,6-may-2015,BBC London News,22:30,20 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09E7563F?bcast=115589765,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09E7563F-BBC-London-News-2015-05-06T213000Z-BBC1-London.mp4/index.m3u8
10,31,BBC1 London,10-may-2015,Joins BBC News,01:50,250 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09E5DA9B?bcast=115609781,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09E5DA9B-Joins-BBC-News-2015-05-10T005000Z-BBC1-London.mp4/index.m3u8
11,36,BBC1 London,13-may-2015,Joins BBC News,00:20,340 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09F264B9?bcast=115629669,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09F264B9-Joins-BBC-News-2015-05-13T232000Z-BBC1-London.mp4/index.m3u8
12,38,BBC1 London,13-may-2015,BBC London News,13:40,5 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09ED2E2A?bcast=115632374,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09ED2E2A-BBC-London-News-2015-05-13T124000Z-BBC1-London.mp4/index.m3u8
13,43,BBC1 London,12-may-2015,Joins BBC News,00:20,340 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09E5DB03?bcast=115624509,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09E5DB03-Joins-BBC-News-2015-05-12T232000Z-BBC1-London.mp4/index.m3u8
14,45,BBC1 London,12-may-2015,BBC London News,13:40,5 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09ED2E16?bcast=115627183,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09ED2E16-BBC-London-News-2015-05-12T124000Z-BBC1-London.mp4/index.m3u8
15,50,BBC1 London,15-may-2015,Joins BBC News,00:35,325 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09E7C98B?bcast=115651240,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09E7C98B-Joins-BBC-News-2015-05-15T233500Z-BBC1-London.mp4/index.m3u8
16,52,BBC1 London,15-may-2015,BBC London News,13:40,5 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09ED2E5D?bcast=115652661,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09ED2E5D-BBC-London-News-2015-05-15T124000Z-BBC1-London.mp4/index.m3u8
17,57,BBC1 London,14-may-2015,Joins BBC News,01:00,300 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09F264FD?bcast=115648176,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09F264FD-Joins-BBC-News-2015-05-14T000000Z-BBC1-London.mp4/index.m3u8
18,59,BBC1 London,14-may-2015,BBC London News,13:40,5 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09ED2E3E?bcast=115649578,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09ED2E3E-BBC-London-News-2015-05-14T124000Z-BBC1-London.mp4/index.m3u8
19,64,BBC1 London,17-may-2015,Joins BBC News,01:55,245 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09F2657B?bcast=115657418,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09F2657B-Joins-BBC-News-2015-05-17T005500Z-BBC1-London.mp4/index.m3u8
20,65,BBC1 London,17-may-2015,BBC Weekend News,13:00,15 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09F265BF?bcast=115658554,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09F265BF-BBC-Weekend-News-2015-05-17T120000Z-BBC1-London.mp4/index.m3u8
21,70,BBC1 London,18-may-2015,Joins BBC News,00:40,320 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09F265AD?bcast=115660271,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09F265AD-Joins-BBC-News-2015-05-18T234000Z-BBC1-London.mp4/index.m3u8
22,72,BBC1 London,18-may-2015,BBC London News,13:40,5 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09ED2E85?bcast=115661678,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09ED2E85-BBC-London-News-2015-05-18T124000Z-BBC1-London.mp4/index.m3u8
23,77,BBC1 London,23-may-2015,Joins BBC News,01:35,265 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09FD4EB5?bcast=115689658,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09FD4EB5-Joins-BBC-News-2015-05-23T003500Z-BBC1-London.mp4/index.m3u8
24,78,BBC1 London,23-may-2015,BBC Weekend News,12:00,10 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09FD4F10?bcast=115691473,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09FD4F10-BBC-Weekend-News-2015-05-23T110000Z-BBC1-London.mp4/index.m3u8
25,83,BBC1 London,11-may-2015,BBC London News,13:40,5 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09E756B1?bcast=115616756,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09E756B1-BBC-London-News-2015-05-11T124000Z-BBC1-London.mp4/index.m3u8
26,88,BBC1 London,20-may-2015,Joins BBC News,01:15,285 mins,False,,https://learningonscreen.ac.uk/ondemand/index.php/prog/09FD4DE1?bcast=115673180,Program has to be requested.,https://stream.learningonscreen.ac.uk/trilt-broadcasts/hls/09FD4DE1-Joins-BBC-News-2015-05-20T001500Z-BBC1-London.mp4/index.m3u8
