datadate,year,tic,conm,cik,conml,matched
30sep2005,2005,TCCC,3CI COMPLETE COMPLIANCE CORP,883787.0,3Ci Complete Compliance Corp,0
31dec2015,2015,ICAYY,EMPRESAS ICA SAB DE CV,885012.0,Empresas ICA Sab de CV,0
31dec2002,2002,SMU.1,SIMULA INC,885080.0,Simula Inc.,0
31dec2006,2006,OPTN.,OPTION CARE INC,884064.0,OPTION CARE Inc,0
31dec2012,2012,CRCV,CHROMCRAFT REVINGTON INC,884130.0,Chromcraft Revington Inc,0
31mar2002,2001,FMOR,FIRST MORTGAGE CORP/CA,883369.0,First Mortgage Corp,0
31dec2006,2006,GMEI.,GAMING & ENTERTNMNT GRP INC,1100356.0,Gaming & Entertainment Group Inc,0
31dec2001,2001,FILM.,INTELEFILM CORP,882160.0,Intelefilm Corp,0
30sep2003,2003,3GYLDQ,GALEY & LORD INC,884124.0,Galey & Lord Inc,0
31dec2010,2010,MEDQ,MEDQUIST INC,884497.0,MedQuist Inc,1
31dec2014,2014,SDTI,SIDOTI & COMPANY INC -REDH,1622668.0,Sidoti & Company Inc,0
30sep2002,2002,PRVOZ,PREVIO INC,885073.0,Previo Inc,0
31mar2012,2011,VLNCQ,VALENCE TECHNOLOGY INC,885551.0,Valence Technology Inc,0
31dec2011,2011,PNBC,PRINCETON NATL BANCORP INC,707855.0,Princeton National Bancorp Inc,0
30jun2015,2015,ADAT.1,AUTHENTIDATE HOLDING -OLD,1442222.0,Authentidate Holding Corp -Old,0
31dec2005,2005,DSGIF,DSG INTERNATIONAL LTD,883230.0,DSG International Ltd,0
31dec2010,2010,3OISI,OPHTHALMIC IMAGING SYS INC,885317.0,Ophthalmic Imaging Systems Inc,0
31dec2003,2003,KRYS.1,KRYSTAL CO,885640.0,Krystal Co (The),0
31dec2001,2001,ICII,IMPERIAL CREDIT INDS INC,883811.0,Imperial Credit Inds Inc,0
31dec2004,2004,NVI,NATIONAL VISION INC,868263.0,National Vision Inc.,0
30jun2001,2001,3ARTME,AMERN NORTEL COMMUNICATIONS,875711.0,American Nortel Communications,0
31dec2009,2009,3WCPSF,WORLD COLOR PRESS INC,1003470.0,World Color Press Inc,1
31dec2013,2013,6051B,NUVEEN INVESTMENTS INC,885708.0,Nuveen Investments Inc,0
31may2011,2010,PTSC.1,PATRIOT SCIENTIFI -OLD,,Patriot Scientific Corp,0
31dec2008,2008,ARA.1,ARACRUZ CELULOSE SA,883952.0,Aracruz Celulose SA Arcz,0
31aug2015,2015,DYII,DYNACQ HEALTHCARE INC,890908.0,Dynacq Healthcare Inc,0
30apr2016,2015,ISLE.1,ISLE OF CAPRI CASINOS INC,863015.0,Isle of Capri Casinos Inc,0
31dec2004,2004,DFIB,CARDIAC SCIENCE INC,876188.0,Cardiac Science Inc,0
31jul2009,2009,FIF.1,FINANCIAL FEDERAL CORP,854711.0,Financial Federal Corp.,0
31dec2008,2008,CRTCF,CURRENT TECHNOLOGY CORP,883907.0,Current Technology Corp,0
31dec2014,2014,0185A,UNITED SURGICAL PRTNRS INTL,1101723.0,United Surgical Partners International Inc,0
31dec2010,2010,MRT.3,MORTONS RESTAURANT GROUP INC,883981.0,Mortons Restaurant Group Inc,0
30sep2006,2006,KRON.1,KRONOS INC,886903.0,Kronos Inc,1
31dec2001,2001,NCDI,NETWORK COMPUTING DEVICES,886138.0,Network Computing Devices,0
30sep2002,2002,3BBTCE,BOUNCEBACKTECHNOLOGIES.COM,899778.0,Bouncebacktechnologies.com,0
31dec2014,2014,NK,NANTKWEST INC,,NantKwest Inc,0
31jan2002,2001,TMANQ,TODAY'S MAN INC,885546.0,Today's Man Inc,0
31aug2006,2006,ARRO,ARROW INTERNATIONAL INC,886046.0,Arrow International Inc,0
30jun2009,2009,NYER,NYER MEDICAL GROUP INC,884647.0,Nyer Medical Group Inc,0
30jun2003,2003,BNET,BION ENVIRONMENTAL TECH INC,875729.0,Bion Environmental Tech Inc,0
30sep2005,2005,GBURQ,GARDENBURGER INC,859735.0,Gardenburger Inc,0
31dec2001,2001,UCTN,CTN MEDIA GROUP INC,876013.0,CTN Media Group Inc,0
31dec2002,2002,ELTE,ELITE INFORMATION GROUP INC,885533.0,Elite Information Group Inc,0
31dec2012,2012,COLB,COLUMBIA BANKING SYSTEM INC,887343.0,Columbia Banking System Inc,0
31oct2007,2007,QUSA,QUESTAR ASSESSMENT INC,726603.0,Questar Assessment Inc,0
31dec2001,2001,SLMD,SPACELABS MEDICAL INC,886142.0,Spacelabs Medical Inc,0
31dec2012,2012,BIOC.1,BIOCLINICA INC,822418.0,BioClinica Inc,0
31dec2014,2014,HAMPQ,HAMPSHIRE GROUP LTD,887150.0,Hampshire Group Ltd,0
31dec2014,2014,ASBH.WI,ASB HAWAII INC -SPN,1631129.0,ASB Hawaii Inc,0
31mar2007,2006,CTEC.2,CHOLESTECH CORP,887227.0,Cholestech Corp,1
31dec2002,2002,BWTX,CCC GLOBALCOM CORP,854164.0,CCC Globalcom Corp,0
31dec2014,2014,RMI.2,RIVERBANC MULTIFAMILY -REDH,1635369.0,RiverBanc Multifamily Investors Inc,0
31dec2014,2014,GCAA,GC AESTHETICS PLC -REDH,1642195.0,GC Aesthetics plc,0
31dec2002,2002,COVB,COVEST BANCSHARES INC,885694.0,CoVest Bancshares Inc,0
30sep2003,2003,LSR.,LASER TECHNOLOGY INC,889899.0,Laser Technology Inc.,0
31dec2006,2006,SYGR,SYNAGRO TECHNOLOGIES INC,895565.0,Synagro Technologies Inc,0
31dec2002,2002,PVNG,PAVING STONE CORP,1109749.0,Paving Stone Corp,0
31dec2006,2006,MZTH,MZT HOLDINGS INC,884847.0,MZT Holdings Inc,0
31dec2003,2003,FSLA,FIRST SENTINEL BANCORP INC,1051092.0,First Sentinel Bancorp Inc,0
30jun2008,2008,FFSX,FIRST FED BANKSHARES INC,1075348.0,First Federal Bankshares Inc,0
30jun2004,2004,PVLS,PROVALIS PLC,1051284.0,Provalis PLC,0
31dec2002,2002,3SCTP,STEEL CITY PRODUCTS INC,46535.0,Steel City Products Inc,0
31dec2007,2007,AMPXQ,AMPEX CORP/DE  -CL A,887433.0,Ampex Corp,0
31dec2013,2013,ABCW,ANCHOR BANCORP WISCONSIN INC,885322.0,Anchor BanCorp Wisconsin Inc,0
30sep2011,2011,ZOLL,ZOLL MEDICAL CORP,887568.0,Zoll Medical Corp,1
31dec2001,2001,DNCR,DYNACARE INC,1004938.0,Dynacare Inc,0
31oct2010,2010,CPXP,COUPON EXPRESS INC,888702.0,Coupon Express Inc,0
31dec2006,2006,SSPI,SPECTRUM SIGNAL PROCESSING,884455.0,Spectrum Signal Processing Inc,0
30apr2013,2012,HITK,HI TECH PHARMACAL CO INC,887497.0,Hi Tech Pharmacal Co Inc,0
31dec2013,2013,KMP,KINDER MORGAN ENERGY  -LP,888228.0,Kinder Morgan Energy Partners LP,1
31dec2002,2002,UXP,UNITED STATES EXPLORATION,847074.0,United States Exploration Inc.,0
31dec2003,2003,EPRE.1,EPRESENCE INC,888711.0,ePresence Inc,0
31dec2001,2001,3ENVG,ENVIROGEN INC,863815.0,Envirogen Inc,0
30sep2007,2007,AVTI,AVITAR INC,814008.0,Avitar Inc.,0
30jun2003,2003,NHCR,ALTERNATIVE TECHNOLOGY RES,885520.0,Alternative Technology Resources,0
31dec2009,2009,WEL,BOOTS & COOTS INC,833845.0,Boots & Coots Inc,0
31dec2006,2006,FNXC,FONIX CORP,855585.0,Fonix Corp,0
31dec2001,2001,3DANS,DANSKIN INC,889299.0,Danskin Inc,0
30apr2002,2001,IFSH,IFS INTL HOLDINGS INC,808310.0,IFS International Holdings Inc,0
30jun2009,2009,CHIO.,CHINA INSONLINE CORP,,China INSOnline Corp,0
31dec2009,2009,EVEIQ,EVERGREEN ENERGY INC,912365.0,Evergreen Energy Inc,0
31dec2001,2001,SECA,SECURITY ASSOC INTL INC,851720.0,Security Associates International Inc.,0
30jun2004,2004,DKHR,D&K HEALTHCARE RESOURCES INC,888914.0,D & K Healthcare Resources Inc,0
31dec2014,2014,CMRP,COSTAMARE PRTNRS LP -REDH,1615415.0,Costamare Partners LP,0
31dec2010,2010,CASB,CASCADE FINANCIAL CORP,928911.0,Cascade Financial Corp,0
31mar2002,2001,7584B,REYNOLDS SMITH & HILLS INC,860757.0,Reynolds Smith and Hills Inc.,0
30sep2004,2004,FFBZ,FIRST FEDERAL BANCORP INC/OH,885076.0,First Federal Bancorp Inc,0
31dec2012,2012,CXPO,CRIMSON EXPLORATION INC,813779.0,Crimson Exploration Inc,0
31dec2010,2010,SYMD.1,SYNTHEMED INC-OLD,,SyntheMed Inc-Old,0
31dec2001,2001,DWL,DEWOLFE COMPANIES INC,,DeWolfe Companies Inc.,0
31dec2001,2001,3CYBR,CYBERCARE INC,887904.0,Cybercare Inc,0
31mar2005,2004,TOM,TOMMY HILFIGER CORP,888747.0,Tommy Hilfiger Corp,1
30sep2001,2001,UTCIQ,UNIROYAL TECHNOLOGY CORP,890096.0,Uniroyal Technology Corp,0
30jun2015,2015,SFEG,SANTA FE GOLD CORP,851726.0,Santa Fe Gold Corp,0
31dec2008,2008,CSARQ,CARAUSTAR INDUSTRIES INC,825692.0,Caraustar Industries Inc,0
31dec2002,2002,CDIR,CONCEPTS DIRECT INC,891035.0,Concepts Direct Inc,0
31dec2002,2002,CUMB.1,CUMBERLAND TECHNOLOGIES INC,882087.0,Cumberland Technologies Inc,0
31dec2010,2010,MFE,MCAFEE INC,890801.0,McAfee Inc,1
30jun2001,2001,RACE.1,DATA RACE INC,890924.0,Data Race Inc,0
31dec2011,2011,INMD.1,INTEGRAMED AMERICA INC,885988.0,IntegraMed America Inc,0
31dec2007,2007,BCAHY,BRILLIANCE CHINA AUTOMOTIVE,891765.0,Brilliance China Automotive Holdings Ltd,0
30sep2005,2005,RUM.3,CRUZAN INTERNATIONAL INC,98544.0,Cruzan International Inc,0
30jun2012,2012,BUDT,BUDDING TIMES INC,,Budding Times Inc,0
28feb2006,2005,GTK,GTECH HOLDINGS CORP,857323.0,GTECH Holdings Corp.,0
31dec2005,2005,IACH,INFORMATION ARCHITECTS CORP,1018336.0,Information Architects Corp,0
31dec2001,2001,DEMO,BURST.COM INC,865753.0,Burst.Com Inc,0
31dec2009,2009,PMACA,PMA CAPITAL CORP,1041665.0,PMA Capital Corp,0
31dec2009,2009,DSEN,DATASCENSION INC,795824.0,Datascension Inc,0
31dec2004,2004,BRKT,BROOKTROUT INC,754516.0,Brooktrout Inc,0
31mar2014,2013,CMKG,MKTG INC,886475.0,mktg Inc,0
31dec2015,2015,GCEH,GLOBAL CLEAN ENERGY HOLDINGS,748790.0,Global Clean Energy Holdings Inc,0
31dec2006,2006,3WDWT,WORLD WASTE TECHNOLOGIES INC,,Vertex Energy Inc,0
31dec2010,2010,EPIC,EPICOR SOFTWARE CORP -OLD,891178.0,Epicor Software Corp -Old,0
31dec2010,2010,SBIB,STERLING BANCSHARES INC/TX,891098.0,Sterling Bancshares Inc,1
31dec2007,2007,3VFIN,VFINANCE INC,890285.0,vFinance Inc,0
31dec2014,2014,HCC.1,HCC INSURANCE HOLDINGS INC,888919.0,HCC Insurance Holdings Inc.,0
31jan2015,2014,BAMM,BOOKS-A-MILLION INC,891919.0,Books-A-Million Inc,0
31dec2013,2013,QCOR,QUESTCOR PHARMACEUTICALS INC,891288.0,Questcor Pharmaceuticals Inc.,0
30sep2013,2013,ZOLT,ZOLTEK COS INC,890923.0,Zoltek Cos Inc,0
31dec2011,2011,RA.3,RAILAMERICA INC,887637.0,RailAmerica Inc.,0
31dec2011,2011,SATCQ,SATCON TECHNOLOGY CORP,889423.0,Satcon Technology Corp,0
31dec2014,2014,ORES,ORESSA LTD -REDH,1645763.0,Oressa Ltd,0
31mar2003,2002,3PYSU,POLYMER SOLUTIONS INC,863441.0,Polymer Solutions Inc,0
28feb2003,2002,GWIR,GATE TO WIRE SOLUTIONS INC,819927.0,Gate to Wire Solutions Inc,0
31dec2003,2003,PSFT.,PEOPLESOFT INC,875570.0,Peoplesoft Inc.,0
31mar2014,2013,SPCHA,SPORT CHALET INC,892907.0,Sport Chalet Inc,0
30nov2001,2001,WILK,WILSHIRE TECHNOLOGIES INC,891762.0,Wilshire Technologies Inc,0
30jun2006,2006,AACE.,ACE CASH EXPRESS INC,849116.0,Ace Cash Express Inc,0
30sep2002,2002,RGBD,REGIONAL BRANDS INC,812149.0,Regional Brands Inc,0
30sep2010,2010,AHCI,ALLIED HEALTHCARE INTL INC,890634.0,Allied Healthcare International Inc.,0
31dec2007,2007,VRSOQ,VERSO TECHNOLOGIES INC,797448.0,Verso Technologies Inc,0
31oct2012,2012,SHFL,SHFL ENTERTAINMENT INC,718789.0,SHFL Entertainment Inc,0
31dec2003,2003,SALDQ,FRESH CHOICE INC,893741.0,Fresh Choice Inc,0
30apr2003,2002,DATC,DATATEC SYSTEMS INC,768119.0,Datatec Systems Inc,0
30sep2004,2004,HGGR,HAGGAR CORP,892533.0,Haggar Corp,0
29feb2004,2003,PREZQ,PRESIDENT CASINOS INC,888507.0,President Casinos Inc,0
31dec2009,2009,RSCR,RES-CARE INC,776325.0,Res-Care Inc,0
31dec2002,2002,GPK.1,GRAPHIC PACKAGING INTL CORP,892793.0,Graphic Packaging International Corp.,0
31mar2014,2013,CPWR.1,COMPUWARE CORP,859014.0,Compuware Corp,1
31dec2003,2003,SYRA,SYRATECH CORP,805914.0,Syratech Corp,0
31dec2011,2011,TRIDQ,TRIDENT MICROSYSTEMS INC,859475.0,Trident Microsystems Inc,0
30sep2001,2001,EVTC.1,ENVIRONMENTL TECHNOLOGIES CP,888956.0,Environmental Technologies Corp,0
31jan2009,2008,HAYZQ,HAYES LEMMERZ INTL INC,1237941.0,Hayes Lemmerz International Inc,0
31dec2001,2001,ANXB,ANTEX BIOLOGICS INC,893692.0,Antex Biologics Inc.,0
31dec2009,2009,STU.2,STUDENT LOAN CORP,893955.0,Student Loan Corp (The),0
31dec2012,2012,PMTI,PALOMAR MED TECHNOLOGIES INC,881695.0,Palomar Medical Technologies Inc,0
31dec2011,2011,ZNCM,ZUNICOM INC,886912.0,Zunicom Inc,0
31oct2009,2009,TUTR,PLATO LEARNING INC,893965.0,PLATO Learning Inc,0
31dec2008,2008,INVHY,INVITEL HOLDINGS AS  -ADR,1450598.0,Invitel Holdings A/S,0
31dec2010,2010,CCTR,CHINA CRESCENT ENTERPRISES,745655.0,China Crescent Enterprises Inc,0
31dec2004,2004,3ITAT,ITEC ATTRACTIONS INC,875428.0,Itec Attractions Inc,0
30jun2011,2011,DYNE,DYNTEK INC,879465.0,DynTek Inc,0
30jun2013,2013,PVFC,PVF CAPITAL CORP,928592.0,PVF Capital Corp.,1
30jun2003,2003,EGVI.1,ENERGY VISION INTL INC,1093993.0,Energy Vision International Inc,0
31dec2005,2005,TRUE.,CENTRUE FINANCIAL CORP-OLD,891523.0,Centrue Financial Corp,1
31dec2014,2014,PMHC,PHARMEDIUM HEALTHCARE -REDH,1598816.0,PharMEDium Healthcare Holdings Inc,0
31dec2014,2014,SPCI,SANCILIO PHARMACEUTICLS-REDH,1641908.0,Sancilio Pharmaceuticals Co Inc,0
31dec2014,2014,ICP,IC POWER PTE LTD -REDH,1649678.0,IC Power Petroleum Ltd,0
31dec2015,2015,ANPFF,ANPULO FOOD INC,1500366.0,Anpulo Food Inc,0
31oct2014,2014,PCLK,POINTCLICKCARE CORP -REDH,1606766.0,PointClickCare Corp,0
31dec2014,2014,GAIAV,GAIA INC  -SPN,1633430.0,Gaia Inc,0
31dec2014,2014,TAHT,SYNCARDIA SYSTEMS INC  -REDH,1231864.0,SynCardia Systems Inc,0
31dec2014,2014,PSAV,PSAV INC  -REDH,1651035.0,PSAV Inc,0
31dec2010,2010,OCTI,OCTUS INC,891462.0,Octus Inc,0
31mar2014,2013,VSCI,VISION-SCIENCES INC,,Vision-Sciences Inc,0
31dec2002,2002,DCSR,DISC INC,891788.0,Disc Inc,0
31dec2015,2015,9574B,BREF HR LLC,1531537.0,BREF HR LLC,0
31dec2014,2014,BIOX.1,BIOCERES SA,1638688.0,Bioceres SA,0
31dec2008,2008,ZICA,ZI CORP,922658.0,Zi Corp,1
30sep2015,2015,XCOMQ,XTERA COMMUNICATIONS INC,1122051.0,Xtera Communications Inc,0
30jun2013,2013,PTQMF,PETAQUILLA MINERALS LTD,947121.0,Petaquilla Minerals Ltd,0
31mar2003,2002,NVDM,NOVADIGM INC,888358.0,Novadigm Inc,0
31dec2014,2014,CONG,CONGATEC HLDG AG -ADR-REDH,1648741.0,congatec Holding AG,0
30nov2008,2008,OSIIF.1,OSI GEOSPATIAL INC,1169357.0,OSI Geospatial Inc,0
31dec2014,2014,MGEC,ELLIPSE TECHNOLOGIES -REDH,1337425.0,Ellipse Technologies Inc,0
31dec2015,2015,BGNE,BEIGENE LTD,1651308.0,BeiGene Ltd,0
31dec2014,2014,PINT,BALLAST PT BREWING -REDH,1648798.0,Ballast Point Brewing & Spirits Inc,0
31dec2014,2014,TRUK,TRUCK HERO INC -REDH,1648189.0,Truck Hero Inc,0
31dec2014,2014,SCCI,SHIMMICK CONSTRUCTION -REDH,1651530.0,Shimmick Construction Co Inc,0
31dec2014,2014,AMQ,AMERIQUEST INC -REDH,1639611.0,AmeriQuest Inc,0
31mar2006,2005,3DWVS,DATAWAVE SYSTEMS INC,1000157.0,DataWave Systems Inc,0
30jun2015,2015,PBBI.1,PB BANCORP INC -REDH,,PB Bancorp Inc -Duplicate,0
31dec2008,2008,NYFX,NYFIX INC,99047.0,NYFIX Inc,0
31dec2006,2006,IFOX,INFOCROSSING INC,893816.0,Infocrossing Inc,0
31dec2001,2001,AIRP,AIR PACKAGING TECHNOLOGY INC,1085117.0,Air Packaging Technology Inc,0
31dec2014,2014,YRIV,YANGTZE RIV PORT & LGSTC LTD,1487843.0,Yangtze River Port & Logistics Ltd,0
31dec2014,2014,CPP,CANCER PREVENTN PHARMA -REDH,1471002.0,Cancer Prevention Pharmaceuticals Inc,0
31dec2001,2001,3SFPH,SHEFFIELD PHARMACEUTICALS,,Sheffield Pharmaceuticals Inc.,0
31dec2013,2013,VIST.2,VISTERRA INC -REDH,1426375.0,Visterra Inc,0
28feb2015,2014,7360B,SAVE-A-LOT INC -SPN,1659910.0,Save-A-Lot Inc,0
31dec2014,2014,OTG,OTG EXP INC -REDH,1656987.0,OTG EXP Inc,0
31dec2001,2001,NKCI,NEWKIDCO INTL INC,1005690.0,NewKidCo International Inc,0
31dec2001,2001,NMCO.1,NAMIBIAN MINERALS CORP,1032082.0,Namibian Minerals Corp,0
31dec2007,2007,SPZR,SPATIALIZER AUDIO LABS INC,,Spatializer Audio Labs Inc,0
31mar2002,2001,SBAS,STARBASE CORP,911577.0,Starbase Corp,0
31dec2008,2008,AIMM,AUTOIMMUNE INC,879106.0,AutoImmune Inc,0
31oct2015,2015,CHMP,CHAMPION INDUSTRIES INC,19149.0,Champion Industries Inc,0
31may2002,2001,PMLN,PML INC,890448.0,Pml Inc,0
31dec2014,2014,HDCC,HUNTING DOG CAPITAL CP-REDH,1652761.0,Hunting Dog Capital Corp,0
31dec2015,2015,8856B,UNITED GUARANTY CORP-REDH,1670171.0,United Guaranty Corp,1
31dec2015,2015,EOCA,ENDESA AMERICAS SA,1660078.0,Endesa Americas SA,0
30jun2001,2001,GLE.3,GLOBAL ELECTION SYSTEMS INC,1060444.0,Global Election Systems Inc,0
31dec2015,2015,PZRXQ,PHASERX INC,1429386.0,PhaseRx Inc,0
30apr2015,2014,PHC,PERFORMANCE HEALTH HLD -REDH,1612047.0,Performance Health Holdings Corp,0
30sep2015,2015,VRT.WI,VERTIV CO -SPN,1671534.0,Vertiv Co,0
31dec2004,2004,PKZ,PETROKAZAKHSTAN INC,1013746.0,Petrokazakhstan Inc,0
31dec2001,2001,CYII,CYCOMM INTERNATIONAL INC,869979.0,Cycomm International Inc,0
31dec2007,2007,CRYFQ,CRYSTALLEX INTERNATIONAL CP,912500.0,Crystallex International Corp,0
30jun2001,2001,3408B,MORGAN FINANCIAL CORP/DE,,Morgan Financial Corp/DE,0
31mar2002,2001,HIBNY,HIBERNIA FOODS PLC  -ADR,879529.0,Hibernia Foods,0
31dec2015,2015,CDEV.2,CENTENNIAL RESRCE DEV -REDH,1622357.0,Centennial Resource Development Inc,0
31dec2015,2015,FMAX,FULL SPECTRUM INC -REDH,1501432.0,Full Spectrum Inc,0
31dec2015,2015,FOTV,FOTV MEDIA NETWORKS -REDH,1656589.0,FOTV Media Networks Inc,0
31dec2015,2015,7491B,CBS RADIO INC -REDH,1275272.0,CBS Radio Inc,0
31dec2015,2015,AIDM,AEGIS IDENTITY SOFTWR -REDH,1533527.0,Aegis Identity Software Inc,0
30jun2015,2015,9628B,MICROPHASE CORP -REDH,1574969.0,Microphase Corp,0
31dec2008,2008,CEGE,CELL GENESYS INC,865231.0,Cell Genesys Inc,1
31dec2010,2010,EROX,HUMAN PHEROMONE SCIENCES INC,878616.0,Human Pheromone Sciences Inc,0
31dec2001,2001,FIRM,FIRSTMARK CORP,820588.0,Firstmark Corp,0
31dec2002,2002,CAPS,CAPSTONE THERAPEUTICS CORP,887151.0,Capstone Therapeutics Corp,0
31dec2003,2003,WLP.1,WELLPOINT HEALTH NETWRKS INC,1013220.0,WellPoint Health Networks Inc.,1
31dec2007,2007,IFUL,INSIGHTFUL CORP,895095.0,Insightful Corp,1
31dec2006,2006,SMAN,STANDARD MANAGEMENT CORP,853971.0,Standard Management Corp,1
30sep2012,2012,HMGN,HEMAGEN DIAGNOSTICS INC,892822.0,Hemagen Diagnostics Inc,0
31dec2005,2005,CRE.4,CARRAMERICA REALTY CORP,893577.0,CarrAmerica Realty Corp.,0
31dec2009,2009,HSPO,HEALTHSPORT INC,777516.0,HealthSport Inc,0
31dec2010,2010,GLBL.1,GLOBAL INDUSTRIES LTD,895663.0,Global Industries Ltd,0
31dec2007,2007,0116A,SPARTA INC/DE,875623.0,SPARTA Inc.,0
30jun2007,2007,IPAH,INTERPHARM HOLDINGS INC,893970.0,Interpharm Holdings Inc.,0
31dec2004,2004,AGY,ARGOSY GAMING CO,895385.0,Argosy Gaming Co,0
31mar2003,2002,AMXX,MAXX SPORTS TV INC,891915.0,Maxx Sports TV Inc,0
31dec2002,2002,GRKA,GREKA ENERGY CORP,840402.0,Greka Energy Corp,0
31dec2014,2014,FBK,FB FINANCIAL CORP,1649749.0,FB Financial Corp,0
31dec2010,2010,HEVVQ,ENER1 INC,895642.0,Ener1 Inc,0
31dec2010,2010,PRM,PRIMEDIA INC,884382.0,PRIMEDIA Inc,1
31dec2001,2001,SSUR,STATSURE DIAGNOSTIC SYSTEMS,885534.0,StatSure Diagnostic Systems Inc,0
31dec2002,2002,SBLUQ,SONICBLUE INC,850519.0,SONICblue Inc,0
31dec2004,2004,0403B,U S CAN CORP,895726.0,U S Can Corp,0
31dec2012,2012,NGT,EASTERN AMERN NATURAL GAS TR,895474.0,Eastern American Natural Gas Trust,0
31dec2003,2003,UVCL,UNIVERCELL HOLDINGS INC,894680.0,UniverCell Holdings Inc,0
31mar2002,2001,JMTM,OUT-TAKES INC,889353.0,Out-Takes Inc,0
31dec2003,2003,SDON,SANDSTON CORP,892832.0,Sandston Corp,0
31oct2004,2004,SJKI,ST JOHN KNITS INTL INC,1080280.0,St John Knits International Inc,0
31dec2004,2004,3FMKIQ,FIBERMARK INC,887591.0,FiberMark Inc.,0
31dec2001,2001,3ENBCZ,ENCHIRA BIOTECHNOLOGY CORP,895677.0,Enchira Biotechnology Corp,0
31dec2002,2002,SEHI.,SOUTHERN ENERGY HOMES INC,896397.0,Southern Energy Homes Inc,0
31jan2016,2015,PSUNQ,PACIFIC SUNWEAR CALIF INC,874841.0,Pacific Sunwear of California Inc,0
30apr2014,2013,TENX,TENAX THERAPEUTICS INC,34956.0,Tenax Therapeutics Inc,0
31dec2002,2002,PWTXQ,PILLOWTEX CORP,896265.0,Pillowtex Corp,0
31dec2005,2005,9726B,AMTROL INC,853547.0,Amtrol Inc,0
29feb2008,2007,LBIX,LEADING BRANDS INC,,Leading Brands Inc,0
31dec2001,2001,WNWN,WINWIN GAMING INC,897545.0,WinWin Gaming Inc,0
31dec2015,2015,JAH,JARDEN CORP,895655.0,Jarden Corp,1
31dec2003,2003,RPRX.1,REPROS THERAPEUTICS INC,897075.0,Repros Therapeutics Inc,0
31dec2012,2012,2270B,BROOKSTONE INC,830134.0,Brookstone Inc,0
31dec2001,2001,UBSC,UNION BANKSHARES LTD/CO,895688.0,Union Bankshares Ltd/CO,0
31oct2010,2010,APSG.1,APPLIED SIGNAL TECHNOLOGY,741696.0,Applied Signal Technology Inc,0
31dec2005,2005,FLSH,MSYSTEMS LTD,895361.0,Msystems Ltd,0
31dec2003,2003,GTM,GULFTERRA ENERGY PARTNERS-LP,895040.0,GulfTerra Energy Partners LP,0
31dec2007,2007,FSTWD.1,TEXTMUNICATION HOLDINGS -OLD,,Textmunication Holdings Inc,0
31dec2001,2001,VISNQ,SIGHT RESOURCE CORP,895651.0,Sight Resource Corp,0
30jun2006,2006,FFWC,FFW CORP,895401.0,FFW Corp,0
30jun2007,2007,NWRE,NEOWARE INC,894743.0,Neoware Inc,0
31dec2012,2012,CVBK,CENTRAL VIRGINIA BANKSHARES,804561.0,Central Virginia Bankshares Inc,0
31jan2009,2008,WIND.1,WIND RIVER SYSTEMS INC,833829.0,Wind River Systems Inc,0
31jul2002,2002,TCTE,TRANS CONTINENTAL ENTMT GRP,741012.0,Trans Continental Entertainment Group Inc,0
31dec2003,2003,AVGE,AVIATION GENERAL INC,1063703.0,Aviation General Inc,0
31dec2012,2012,TCBK,TRICO BANCSHARES,356171.0,TriCo Bancshares,0
30jun2010,2010,IZZI.1,INTEGRATED SECURITY SYS -OLD,,Integrated Security Systems Inc -Old,0
31dec2001,2001,PGMXY,PEPSI-GEMEX SA DE CV,919461.0,Pepsi-Gemex SA De CV,0
31dec2004,2004,GSAC,GELSTAT CORP,890725.0,Gelstat Corp,0
30sep2004,2004,ATN.2,ACTION PERFORMANCE COS INC,892147.0,Action Performance Cos Inc,0
31dec2007,2007,IDPIQ,IDENTIPHI INC,847555.0,IdentiPHI Inc,0
31dec2006,2006,PBTC,PEOPLES BANCTRUST INC,762128.0,Peoples BancTrust Company Inc (The),0
30jun2002,2002,INLQ,INTERLINQ SOFTWARE CORP,,Interlinq Software Corp,0
31dec2004,2004,UNIZ,UNIZAN FINANCIAL CORP,746481.0,Unizan Financial Corp,1
31dec2011,2011,RMTR,RAMTRON INTERNATIONAL CORP,849502.0,Ramtron International Corp,0
31dec2006,2006,IPX,INTERPOOL INC,898777.0,Interpool Inc.,0
31dec2006,2006,3MMBI,MERCHANTS & MFRS BANCORP INC,753682.0,Merchants & Manufacturers Bancorp Inc,0
31mar2002,2001,THDOQ,3DO CO,898441.0,3Do Co,0
31dec2003,2003,TCNO,TECNOMATIX TECHNOLOGIES LTD,895457.0,Tecnomatix Technologies Ltd,0
31dec2010,2010,6039B,GLOBAL AVIATION HOLDINGS INC,1397867.0,Global Aviation Holdings Inc,0
30apr2008,2007,CATS.1,CATALYST SEMICONDUCTOR INC,899636.0,Catalyst Semiconductor Inc,0
31dec2004,2004,OHRI,OCCUPATIONAL HLTH &REHAB INC,887757.0,Occupational Health & Rehabilitation Inc,0
30jun2002,2002,ASPXQ,AUSPEX SYSTEMS INC,860749.0,Auspex Systems Inc,0
31dec2009,2009,XTO,XTO ENERGY INC,868809.0,XTO Energy Inc.,1
31dec2001,2001,ADYN.,AVIDYN INC,897546.0,Avidyn Inc,0
31mar2005,2004,OPTI.,OPTI INC,899297.0,OPTi Inc,0
